index,level1,level2,level3,year,module_code,module_description,difficulty,attribute
1898,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",1_cannot,Do not estimate measures with precise numerical values. Do not compare money amounts with complex decimal places. No calculations involving multiplication/division of money. No negative numbers. No multi-step problems.
1899,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",2_can,"Estimate lengths/heights (to nearest cm/m), mass (to nearest 100g/kg), capacity (to nearest 100ml/l). Compare and order up to 3 amounts of money (e.g., ÃÂ£1.25, ÃÂ£2.00, 99p). Calculate sums/differences for money, including giving change (e.g., ÃÂ£5 - ÃÂ£2.75). Questions involve identifying reasonable estimates or solving simple money problems."
1900,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",2_cannot,Do not estimate to nearest unit for large measures. No multiplication/division of measures. No negative numbers. No complex multi-step problems or abstract contexts.
1901,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",3_can,"Estimate different measures (lengths, masses, capacities) to a suitable degree of accuracy (e.g., to nearest cm, m, g, kg, ml, l). Fluently compare and calculate with money in pounds and pence, including multiple transactions and finding totals. Questions involve solving multi-step problems combining different measures (e.g., ""Find total length of 3 ropes""). Can involve simple budgeting/cost analysis."
1902,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",3_cannot,Do not estimate with complex decimal numbers. No negative amounts of money. No complex financial problems. No problems that primarily test multiplication/division of measures (beyond simple multiples).
1903,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",4_can,"Fluently estimate, compare, and calculate different measures, including money in pounds and pence. Questions involve multi-step word problems requiring accurate measurement conversion and calculation, identifying errors in estimation or calculation, or justifying measurement decisions in real-world contexts (e.g., planning a party budget, designing a garden). Can involve problems with extraneous information or requiring careful selection of units."
1904,Measurement,Measurement,Comparing and Estimating,4,A,"estimate, compare and calculate different measures, including money in pounds and pence (also included in Measuring)",4_cannot,No negative values for measures. No complex statistical analysis of measurements. No highly abstract problems that do not relate directly to practical measurement contexts.
1905,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",1_can,Calculate the area of squares and rectangles by counting unit squares (cmÃÂ²). Compare the area of two simple shapes by counting squares. Estimate the area of simple irregular shapes by counting full squares. Focus on conceptual understanding of area. Dimensions are small whole numbers.
1906,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",1_cannot,Do not use formula (l x w). Do not estimate area of complex irregular shapes. Do not use mÃÂ². No negative dimensions. No decimals or fractions.
1907,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",2_can,"Calculate the area of squares and rectangles using the formula l x w, with whole number dimensions (up to 10cm/m sides). Use cmÃÂ² and mÃÂ² units. Compare the area of two shapes by calculation. Estimate the area of irregular shapes by counting squares and half-squares. Questions involve direct calculations or simple comparisons."
1908,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",2_cannot,Do not use dimensions resulting in very large areas (>1000 cmÃÂ²). No negative dimensions. No decimals or fractions for dimensions. No complex composite shapes. No complex estimation strategies.
1909,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",3_can,"Calculate the area of squares and rectangles using whole number and simple decimal dimensions (e.g., 0.5m, 12.5cm). Use cmÃÂ² and mÃÂ² units. Compare the area of multiple shapes. Estimate the area of irregular shapes by counting squares (including approximations). Questions involve solving simple word problems requiring area calculation or comparing different areas (e.g., ""Which room has a larger area?"")."
1910,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",3_cannot,Do not use negative dimensions. No complex decimals or fractions for dimensions. No abstract geometric proofs. No complex composite shapes requiring advanced decomposition.
1911,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",4_can,"Fluently calculate and compare the area of squares and rectangles, including those with decimal dimensions (up to 2dp) or given in mixed units. Confidently estimate the area of irregular shapes, justifying the method. Questions involve multi-step problems (e.g., ""Find the area of a shaded region in a complex figure""), identifying errors in area calculations, or solving inverse problems (e.g., finding a missing side given area). Can involve reasoning about how perimeter and area relate."
1912,Measurement,Measurement,Comparing and Estimating,5,A,"calculate and compare the area of squares and rectangles including using standard units, square centimetres (cmÃÂ²) and square metres (mÃÂ²) and estimate the area of irregular shapes (also included in measuring)",4_cannot,"No negative dimensions or areas. No non-rectilinear shapes for area calculation (e.g., triangles, circles). No complex algebraic expressions for dimensions."
1913,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),1_can,"Estimate volume of simple cubes/cuboids by visually comparing to 1cmÃÂ³ blocks. Estimate capacity of small containers (e.g., cups) by visually comparing to a 100ml reference. Use qualitative terms (""more than"", ""less than"")."
1914,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),1_cannot,"Do not use numerical estimates (e.g., ""about 100cmÃÂ³""). Do not compare different units. No negative values. No complex shapes. No word problems."
1915,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),2_can,"Estimate volume of cubes/cuboids by judging how many 1cmÃÂ³ blocks would fill them (e.g., ""about 10cmÃÂ³""). Estimate capacity of containers (e.g., bottles, jugs) by visual comparison to common measures (e.g., 1 litre bottle). Questions involve choosing the best estimate from a small set of options."
1916,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),2_cannot,Do not use complex shapes for estimation. Do not use negative numbers. No estimation of very large or very small volumes/capacities. No complex word problems.
1917,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),3_can,"Estimate volume of cubes/cuboids by approximating dimensions and applying a rough formula (e.g., ""about 3x4x5""). Estimate capacity of various containers (e.g., buckets, fish tanks) in litres/millilitres. Questions involve justifying an estimation strategy or identifying reasonable estimates in varied contexts. Can involve estimating for non-standard shapes by visual analogy to known shapes."
1918,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),3_cannot,Do not use negative values. No complex multi-step estimation problems. No precise calculation of volume or capacity required for estimation tasks.
1919,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),4_can,"Fluently estimate volume of cubes/cuboids and capacity of containers, selecting and justifying appropriate estimation strategies. Questions involve comparing estimated volumes/capacities, identifying errors in estimations, or solving multi-step problems where estimation of volume/capacity is a crucial first step (e.g., ""Estimate how many jugs to fill a bucket""). Can involve estimating for irregular shapes and comparing to known volumes/capacities."
1920,Measurement,Measurement,Comparing and Estimating,5,B,estimate volume (e.g. using 1 cmÃÂ³ blocks to build cubes and cuboids) and capacity (e.g. using water),4_cannot,No negative values for volume/capacity. No abstract mathematical concepts of volume beyond practical estimation. No precise calculations for exact volume/capacity unless it helps with a reference point.
1921,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",1_can,"Calculate the volume of a simple cube or cuboid by counting unit cubes (e.g., 1x1x1 blocks). Use cmÃÂ³ units. Estimate volume of simple cuboids by visual inspection (e.g., ""Which is bigger?""). Focus on understanding the concept of volume as space occupied. Dimensions are small whole numbers (e.g., 2x3x4)."
1922,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",1_cannot,"Do not use formula (l x w x h). Do not compare volumes by calculation. Do not use mÃÂ³, mmÃÂ³, kmÃÂ³. No complex shapes. No negative dimensions. No decimals or fractions."
1923,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",2_can,"Calculate the volume of cubes and cuboids using the formula l x w x h with small whole number dimensions (e.g., up to 5x5x5). Use cmÃÂ³ and mÃÂ³ units. Estimate volume of cuboids by visual inspection and simple reasoning. Compare volumes of simple cuboids based on calculations."
1924,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",2_cannot,"Do not use large dimensions. Do not use mmÃÂ³, kmÃÂ³. No complex estimation (e.g., for irregular shapes). No negative numbers or decimals for dimensions. No complex word problems or conversions."
1925,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",3_can,"Calculate the volume of cubes and cuboids using dimensions with whole numbers (up to 10) and simple decimals (e.g., 0.5cm). Use cmÃÂ³ and mÃÂ³ units. Estimate volume of cuboids in various contexts. Compare volumes of different cuboids, including those requiring unit conversion (e.g., 1mÃÂ³ vs 1,000,000cmÃÂ³). Questions involve direct calculation, estimations, or explicit word problems."
1926,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",3_cannot,"Do not use dimensions that result in very large volumes (e.g., >1000 mÃÂ³). No mmÃÂ³ or kmÃÂ³. No negative numbers or complex decimals for dimensions. No complex multi-step problems or those requiring inverse calculations."
1927,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",4_can,"Fluently calculate, estimate, and compare volume of cubes and cuboids using standard units (cmÃÂ³, mÃÂ³, mmÃÂ³, kmÃÂ³). Questions involve solving multi-step word problems (e.g., ""How many small boxes fit into a larger box?""), identifying errors in volume calculations, or justifying estimations. Can involve problems where dimensions are given in different units requiring conversion before calculation, or finding a missing dimension given the volume. Can involve reasoning about proportionality of volume."
1928,Measurement,Measurement,Comparing and Estimating,6,A,"calculate, estimate and compare volume of cubes and cuboids using standard units, including centimetre cubed (cmÃÂ³) and cubic metres (mÃÂ³), and extending to other units such as mmÃÂ³ and kmÃÂ³.",4_cannot,"No negative dimensions or volumes. No complex shapes (e.g., triangular prisms). Do not use fractional or decimal dimensions unless they are simple halves (0.5), quarters (0.25), or tenths (e.g., 1.2) that result in manageable calculations."
1929,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,1_can,"Find one alternative combination of two coins to make a value (e.g., 5p as 2p+2p+1p, or 5x1p). Amounts up to 10p. Use concrete coins or drawings. Focus on simple replacement."
1930,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,1_cannot,Do not find multiple combinations. Do not use coins beyond 10p. No amounts >10p. No negative numbers or complex values.
1931,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,2_can,"Find two different combinations of coins (1p, 2p, 5p, 10p, 20p) to equal a value up to 20p. Questions explicitly ask for combinations. Use mental reasoning for simpler cases."
1932,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,2_cannot,Do not use coins beyond 20p. Do not use amounts >20p. No more than two combinations. No negative numbers or complex values. No word problems.
1933,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,3_can,"Find multiple combinations of coins (up to 50p) to equal the same amount. Questions involve finding all possible combinations for small amounts or identifying which combinations are valid for a given amount. Can include simple, explicit word problems (e.g., ""How many ways to make 20p?"")."
1934,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,3_cannot,Do not use amounts >50p. No notes. No complex combinations or amounts. No negative numbers.
1935,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,4_can,"Fluently find different combinations of coins (up to ÃÂ£1) that equal the same amounts of money. Questions involve identifying efficient combinations (e.g., fewest coins), solving multi-step problems (up to 2 steps) that involve choosing combinations, or reasoning about the value of different coin sets in context."
1936,Measurement,Measurement,Measuring and Calculating,2,C,find different combinations of coins that equal the same amounts of money,4_cannot,Do not use amounts >ÃÂ£1. No notes. No negative numbers. No complex budgeting or financial planning problems.
1937,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",1_can,"Solve simple addition/subtraction problems with coins (1p, 2p, 5p, 10p) up to 20p total. Give change from 10p for a simple purchase (e.g., ""Buy 3p item, pay 5p""). Use concrete coins or visuals. Problems are direct, explicit, and single-step."
1938,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",1_cannot,Do not use amounts >20p. Do not involve notes or ÃÂ£. No complex change calculations. No multi-step problems or problems requiring inference.
1939,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",2_can,"Solve simple addition/subtraction problems with coins (1p-50p) up to ÃÂ£1 total. Give change from 20p, 50p, or ÃÂ£1 for simple purchases. Questions are direct word problems (e.g., ""I have 50p, buy a 15p sweet. Change?"")."
1940,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",2_cannot,"Do not use notes. Do not use amounts >ÃÂ£1. No complex change calculations (e.g., from ÃÂ£5). No negative amounts. No multi-step problems."
1941,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",3_can,Solve addition/subtraction problems with money (coins and notes up to ÃÂ£10) of the same unit (all ÃÂ£ or all p). Give change from ÃÂ£5 or ÃÂ£10 for single item purchases. Questions involve interpreting prices and performing calculations. Contexts are relatable shopping scenarios.
1942,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",3_cannot,Do not use amounts >ÃÂ£10. No negative amounts. No complex multi-step problems (more than one operation type in a problem). No combining ÃÂ£ and p for calculations.
1943,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",4_can,"Fluently solve simple problems in a practical context involving addition and subtraction of money (up to ÃÂ£20), including giving change. Questions involve multi-step problems (up to 2 steps) where calculating costs and change is crucial, identifying errors in money transactions, or reasoning about best payment methods. Can involve using ÃÂ£ and p notation accurately."
1944,Measurement,Measurement,Measuring and Calculating,2,D,"solve simple problems in a practical context involving addition and subtraction of money of the same unit, including giving change",4_cannot,Do not use amounts >ÃÂ£20. No negative amounts. No complex budgeting or financial planning. No decimals for calculations that are not direct money amounts.
1945,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",1_can,"Recognise 1ÃÂ², 2ÃÂ², 3ÃÂ², 4ÃÂ², 5ÃÂ² and their values (1, 4, 9, 16, 25). Understand ""squared"" as a number multiplied by itself. Recognise the notation (ÃÂ²)."
1946,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",1_cannot,Do not use numbers >5. Do not use cube numbers. No complex calculations or word problems. No notation for cubed.
1947,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",2_can,"Recognise and use square numbers up to 10ÃÂ² (100). Understand ""cubed"" as a number multiplied by itself three times. Recognise 1ÃÂ³, 2ÃÂ³, 3ÃÂ³ and their values (1, 8, 27). Recognise the notation (ÃÂ³)."
1948,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",2_cannot,Do not use square numbers >10ÃÂ². Do not use cube numbers >3ÃÂ³. No complex calculations or word problems beyond direct identification/calculation.
1949,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",3_can,"Recognise and use square numbers up to 12ÃÂ² (144). Recognise and use cube numbers up to 5ÃÂ³ (125). Fluently use the notation (ÃÂ² and ÃÂ³). Questions involve finding square/cube numbers, identifying missing numbers in sequences of squares/cubes, or solving simple problems (e.g., ""What is 4 squared?"")."
1950,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",3_cannot,Do not use square numbers >12ÃÂ². Do not use cube numbers >5ÃÂ³. No negative numbers or decimals. No complex word problems or multi-step problems.
1951,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",4_can,"Fluently recognise and use square numbers up to 12ÃÂ² and cube numbers up to 5ÃÂ³, including their notation. Questions involve identifying square/cube numbers in larger sets, solving multi-step problems (up to 2 steps) involving these numbers (e.g., ""What is the sum of 3ÃÂ² and 4ÃÂ³?""), or identifying patterns in their sequences. Can involve using these in simple geometric contexts (area of square, volume of cube)."
1952,Measurement,Measurement,Measuring and Calculating,5,D,"recognise and use square numbers and cube numbers, and the notation for squared (ÃÂ²) and cubed (ÃÂ³) (copied from Multiplication and Division)",4_cannot,"No negative numbers or decimals. No finding square roots or cube roots (unless simplified as inverse of simple squaring/cubing, e.g., ""What number multiplied by itself is 25?""). No numbers beyond 12ÃÂ² or 5ÃÂ³."
1953,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,1_can,"Recognise that area of a square/rectangle can be found using length x width, or by counting squares. Recognise that volume of a cuboid can be found by counting layers/cubes. Focus on simple shapes and visual connection to formula."
1954,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,1_cannot,"Do not use formulae for parallelograms, triangles, or complex shapes. Do not use algebraic notation for formulae (e.g., A=lw). No complex reasoning about when formula is applicable."
1955,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,2_can,Recognise when it is appropriate to use the formulae for area of squares/rectangles (A=lw) and volume of cuboids (V=lwh). Identify missing dimensions for simple shapes where formula can be applied. Questions involve matching shapes to appropriate formulae or filling in known values.
1956,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,2_cannot,"Do not apply formulae to parallelograms, triangles. Do not recognise when formula is *not* appropriate. No complex missing dimensions. No negative values or decimals. No multi-step problems."
1957,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,3_can,"Recognise when it is possible to use formulae for area (squares, rectangles, parallelograms, triangles) and volume (cubes, cuboids). Explain why a formula is suitable for a given shape. Questions involve selecting the correct formula for a problem or justifying its use. Can involve simple word problems requiring selection of a formula."
1958,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,3_cannot,Do not use formulae for complex 3D shapes. No negative values or decimals. No complex algebraic manipulation of formulae. No complex reasoning about derivation of formulae.
1959,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,4_can,"Fluently recognise when it is possible and most efficient to use formulae for area (squares, rectangles, parallelograms, triangles) and volume (cubes, cuboids). Questions involve critical analysis of a given problem to determine if a formula is applicable, and if so, which one. Can involve identifying errors in formula application or justifying why a formula cannot be used for certain shapes. Apply this knowledge to solve multi-step problems."
1960,Measurement,Measurement,Measuring and Calculating,6,E,recognise when it is possible to use formulae for area and volume of shapes,4_cannot,No negative values. No shapes beyond primary curriculum scope. No derivation of formulae or complex algebraic proofs.
1961,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",1_can,"Recognise and use names of days of the week in order. Identify ""today"", ""yesterday"", ""tomorrow"". Understand ""week"" as a short period. Focus on direct recall and simple sequencing."
1962,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",1_cannot,Do not recognise names of months or years. Do not use calendars. No calculations of days/weeks. No complex sequencing beyond immediate next/previous.
1963,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",2_can,"Recognise and use names of days of the week and months of the year in order. Understand concepts of ""week"" and ""year"". Questions involve ordering days/months or identifying specific days (e.g., ""What day is before Tuesday?"")."
1964,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",2_cannot,Do not use calendars for specific dates. Do not calculate durations of weeks/months/years. No complex sequencing tasks. No negative values or abstract time concepts.
1965,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",3_can,"Recognise and use language relating to days of the week, weeks, months, and years. Identify information from simple calendars (e.g., ""How many Sundays in April?""). Understand the concept of ""next week"", ""last month"". Questions involve interpreting simple dates or durations in context."
1966,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",3_cannot,Do not calculate number of days in each month/year. No complex calculations of durations across months/years. No multi-step problems involving date language.
1967,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",4_can,"Fluently recognise and use language relating to days of the week, weeks, months, and years. Questions involve solving simple multi-step problems (up to 2 steps) that require understanding date language (e.g., ""If it's Tuesday, what day was it 3 days ago?""), or identifying errors in sequences of dates/days. Can involve interpreting simple real-world schedules."
1968,Measurement,Measurement,Telling the Time,1,B,"recognise and use language relating to dates, including days of the week, weeks, months and years",4_cannot,No complex calculations involving exact days between dates. No leap years. No negative values. No highly abstract concepts of time.
1969,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),1_can,State the number of minutes in an hour (60). State the number of hours in a day (24). Focus on direct recall. Questions are direct fact recall.
1970,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),1_cannot,Do not perform calculations with these facts. Do not convert between hours/minutes or hours/days. No word problems or abstract contexts.
1971,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),2_can,"Use the facts ""60 minutes in an hour"" and ""24 hours in a day"" to solve very simple problems (e.g., ""How many minutes in 2 hours?""). Questions involve direct multiplication/division for small whole numbers."
1972,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),2_cannot,Do not convert between hours/minutes or hours/days for non-whole numbers. No complex calculations. No multi-step problems. No negative numbers or decimals/fractions.
1973,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),3_can,"Apply the facts ""60 minutes in an hour"" and ""24 hours in a day"" to solve simple word problems (e.g., ""A train journey is 3 hours long. How many minutes is that?""). Questions involve identifying relevant information and applying the correct operation."
1974,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),3_cannot,Do not convert fractional parts of an hour/day. No complex multi-step problems. No negative numbers or decimals/fractions. No problems involving time across midnight.
1975,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),4_can,"Fluently use the number of minutes in an hour and hours in a day to solve multi-step problems (up to 2 steps). Questions involve identifying errors in time calculations, reasoning about time durations, or solving inverse problems (e.g., ""A journey was 180 minutes. How many hours?""). Can involve problems with mild extraneous information."
1976,Measurement,Measurement,Telling the Time,2,B,know the number of minutes in an hour and the number of hours in a day. (appears also in Converting),4_cannot,"No negative numbers. No complex conversions involving seconds or days (e.g., seconds to days). No highly abstract concepts of time measurement."
1977,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",1_can,"Estimate time durations to the nearest hour (e.g., ""This activity takes about 1 hour""). Read time to the nearest 5 minutes on an analogue clock. Use vocabulary like ""morning,"" ""afternoon,"" ""o'clock."" Record time in hours and minutes (e.g., 2 hours, 10 minutes)."
1978,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",1_cannot,"Do not read time to the nearest minute. Do not use ""seconds"" or ""a.m./p.m."", ""noon"", ""midnight"". No negative values. No complex comparisons of time."
1979,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",2_can,"Estimate time durations to the nearest half-hour or hour. Read time to the nearest minute on an analogue clock. Record and compare time in terms of minutes and hours. Use vocabulary including ""a.m./p.m."" for basic daily events. Questions involve direct reading or simple estimation."
1980,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",2_cannot,"Do not use ""seconds"" explicitly. Do not use ""noon"" or ""midnight"" yet. No negative values. No complex calculations of durations."
1981,Measurement,Measurement,Telling the Time,3,B,"estimate and read time with increasing accuracy to the nearest minute; record and compare time in terms of seconds, minutes, hours and o'clock; use vocabulary such as a.m./p.m., morning, afternoon, noon and midnight (appears also in Comparing and Estimating)",3_can,"Estimate and read time to the nearest minute on analogue and 12-hour digital clocks. Record and compare time in terms of seconds, minutes, and hours. Use vocabulary including ""a.m./p.m."", ""morning"", ""afternoon"", ""noon"", and ""midnight"". Questions involve interpreting schedules or solving simple problems about duration and time phrases (e.g., ""How long from 9:30am to 10:45am?"")."
